president,category,subcategory,item,count
Obama,Carbs,Ginger Snaps,Ginger Snaps,1
Obama,Carbs,Tuile,Spiced Crab Tuile,1
Obama,Carbs,Crackers,Sesame-Cilantro Cracker,1
Obama,Carbs,Crackers,Tuna Tartare with Rye Crisps,1
Obama,Carbs,Pasta,Maryland Blue Crab Ravioli,1
Obama,Carbs,Pasta,Sweet Potato Agnolotti with Butter and Sage,1
Obama,Carbs,Dumplings,Roasted Potato Dumplings,1
Obama,Carbs,Dumplings,Thyme Dumplings,1
Obama,Carbs,Noodle Rolls,"Spinach, Shiitake, and Leek Rice Noodle Rolls",1
Obama,Carbs,Potatoes,Yukon Potato Dauphinoise,1
Obama,Carbs,Rice,Coconut Aged Basmati,1
Obama,Vegetables,Chickpeas,Chickpeas,1
Obama,Vegetables,Okra,Okra,1
Obama,Vegetables,Salsify,Caramelized Salsify,1
Obama,Vegetables,Collard Greens,Smoked Collard Greens,1
Obama,Vegetables,Tomatoes,Tomato Chutney,1
Obama,Vegetables,Black Beans,Black Bean Tamalon,1
Obama,Vegetables,Potatoes,Double-Stuffed Potatoes,1
Obama,Vegetables,Yams,Roasted Yam,1
Obama,Vegetables,Kale,Wilted Kale,1
Obama,Vegetables,Onions,Cipollini Onion,1
Obama,Vegetables,Onions,Baby Onions,1
Obama,Vegetables,Spinach,Creamed Spinach,1
Obama,Vegetables,Ramp,Wild Ramp Puree,1
Obama,Vegetables,Carrots,Orange-Glazed Carrots,1
Obama,Vegetables,Carrots,Pickled Young Carrots and Mustard Oil,1
Obama,Vegetables,Carrots,Heirloom Carrots,1
Obama,Vegetables,Turnips,Fresh Turnip Greens,1
Obama,Vegetables,Mushrooms,Black Trumpet Mushrooms,1
Obama,Vegetables,Mushrooms,Oyster Mushrooms,1
Obama,Vegetables,Mushrooms,Cèpes,1
Obama,Vegetables,Mushrooms,Chanterelles,1
Obama,Vegetables,Squash,Squash,1
Obama,Vegetables,Brussels Sprouts,"Shaved Brussels Sprouts, Applewood Smoked Bacon",1
Obama,Vegetables,Asparagus,Asparagus,1
Obama,Vegetables,Shallots,Charred Shallots,1
Obama,Vegetables,Chard,Braised Chard,1
Obama,Vegetables,Vegetables,Spring Vegetables,1
Obama,Vegetables,Vegetables,Fricassee of Spring Vegetables,1
Obama,Vegetables,Vegetables,Crisped Root Vegetables,1
Obama,Vegetables,Bamboo,Bamboo Shoots,1
Obama,Vegetables,Palm Hearts,Wailea Hearts of Palm,1
Obama,Vegetables,Broccoli,Baby Broccoli,1
Obama,Vegetables,Broccoli,Broccoli Rabe,1
Obama,Vegetables,Radishes,Baby Radish with Vermont Butter and Maldon Salt,1
Obama,Vegetables,Sorbet,Lemon Sorbet,1
Obama,Vegetables,Green Beans,French Beans,1
Obama,Vegetables,Green Beans,Grilled Green Beans,1
Obama,Wine,Chardonnay,Ulises Valdez Chardonnay “Russian River”,1
Obama,Wine,Chardonnay,Dumol Chardonnay “Russian River”,1
Obama,Wine,Chardonnay,Freeman Chardonnay “Ryo-fu”,1
Obama,Wine,Chardonnay,Pence Chardonnay “Sebastiano”,2
Obama,Wine,Sauvignon Blanc,Modus Operandi,1
Obama,Wine,Sauvignon Blanc,Grgich Hills Fumé Blanc “Estate”,1
Obama,Wine,Sauvignon Blanc,Margerum Sauvignon Blanc “Sybarite”,1
Obama,Wine,Riesling,Brooks “Ara”,1
Obama,Wine,Riesling,Poet’s Leap Riesling “Botrytis”,1
Obama,Wine,Riesling,Trisaetum Dry Riesling “Estates”,1
Obama,Wine,Grenache,Beckmen Vineyards,1
Obama,Wine,Rosé,Wolffer Estate “Noblesse Oblige” Sparkling Rose,1
Obama,Wine,Sparkling,Thibaut-Janisson Brut,1
Obama,Wine,Sparkling,Mumm Napa “Carlos Santana Brut” N/V,1
Obama,Wine,Sparkling,Iron Horse “Russian River Cuvée”,1
Obama,Wine,Sparkling,Schramsberg Crémant Demi-Sec,1
Obama,Wine,Cabernet Sauvignon,Herrera “Selección Rebecca”,1
Obama,Wine,Cabernet Sauvignon,Quilceda Creek Cabernet “Columbia Valley”,1
Obama,Wine,Pinot Noir,Morlet “Joli Coeur”,1
Obama,Wine,Pinot Noir,Waits-Mast Pinot Noir “Deer Meadows”,1
Obama,Wine,Rice Wine,Shaoxing Wine,1
Obama,Wine,Viognier,Penner-Ash “Oregon”,1
Obama,Wine,Merlot,Pride Mountain “Vintner Select”,1
Obama,Wine,Blend,RdV “Rendezvous”,1
Obama,Wine,Blend,Cliff Lede “High Fidelity”,1
Obama,Wine,Ice Wine,Chateau Chantal,1
Obama,Wine,Vermentino,Palmina Vermentino “Santa Ynez”,1
Obama,Wine,Sangiovese,Villa Ragazzi Sangiovese “Napa”,1
Obama,Wine,Zinfandel,Ridge Vineyards Zinfandel “East Bench”,1
Obama,Soup/Salad,Potatoes,Potato and Eggplant Salad,1
Obama,Soup/Salad,Eggplant,Potato and Eggplant Salad,1
Obama,Soup/Salad,Soup,Red Lentil Soup with Fresh Cheese,1
Obama,Soup/Salad,Soup,Butternut Squash Bisque,1
Obama,Soup/Salad,Soup,Wild Mushroom Soup with Black Truffle,1
Obama,Soup/Salad,Soup,"Fingerling Potato Velouté, Quail Eggs, Crisp Chive Potatoes",1
Obama,Soup/Salad,Soup,Vegetable Consommé En Croute and Shikai Maki,1
Obama,Soup/Salad,Cheese,"D’Anjou Pear Salad with Farmstead Goat Cheese Fennel, Black Walnuts, and White Balsamic",1
Obama,Soup/Salad,Cheese,Jasper Hill Farm Blue Cheese,1
Obama,Soup/Salad,Cheese,Warm Butternut Squash Salad with Frisée and Pecorino di New York,1
Obama,Soup/Salad,Galettes,"Roasted Apricot Galette with Appalachian Cheese, Heirloom Lettuces, Pine Nut Crisps",1
Obama,Soup/Salad,Lettuce,"Early Fall Harvest Salad with Sesame Vinaigrette, Daikon Sheets, and Masago Rice Pearl Crispies",1
Obama,Soup/Salad,Lettuce,"Spring Garden Lettuces with Shallot Dressing, Shaved Breakfast Radish, Cucumbers, and Avocados",1
Obama,Soup/Salad,Lettuce,"Petite Mixed Radish, Baby Carrots, Merlot Lettuce with Red Wine Vinaigrette",1
Obama,Soup/Salad,Lettuce,"Tomato Tartare, Cardamom Yogurt, Micro Lettuces, Citrus Vinaigrette",1
Obama,Soup/Salad,Greens,White House Garden Chopped Salad with Fine Herbs and White House Honey Gastrique,1
Obama,Soup/Salad,Greens,White House Arugula with Onion Seed Vinaigrette,1
Obama,Soup/Salad,Greens,Warm Butternut Squash Salad with Frisée and Pecorino di New York,1
Obama,Soup/Salad,Peas,Spring Pea Salad,1
Obama,Soup/Salad,Daikon,"Early Fall Harvest Salad with Sesame Vinaigrette, Daikon Sheets, and Masago Rice Pearl Crispies",1
Obama,Soup/Salad,Avocados,"Spring Garden Lettuces with Shallot Dressing, Shaved Breakfast Radish, Cucumbers, and Avocados",1
Obama,Soup/Salad,Grapefruit,"Jicama with Oranges, Grapefruit, and Pineapple and Citrus Vinaigrette",1
Obama,Soup/Salad,Pears,"D’Anjou Pear Salad with Farmstead Goat Cheese, Fennel, Black Walnuts, and White Balsamic",1
Obama,Soup/Salad,Oranges,"Jicama with Oranges, Grapefruit, and Pineapple and Citrus Vinaigrette",1
Obama,Soup/Salad,Fennel,"D’Anjou Pear Salad with Farmstead Goat Cheese, Fennel, Black Walnuts, and White Balsamic",1
Obama,Soup/Salad,Jicama,"Jicama with Oranges, Grapefruit, and Pineapple and Citrus Vinaigrette",1
Obama,Soup/Salad,Walnuts,"D’Anjou Pear Salad with Farmstead Goat Cheese, Fennel, Black Walnuts, and White Balsamic",1
Obama,Soup/Salad,Cucumbers,"Spring Garden Lettuces with Shallot Dressing, Shaved Breakfast Radish, Cucumbers, and Avocados",1
Obama,Soup/Salad,Carrots,"Petite Mixed Radish, Baby Carrots, Merlot Lettuce with Red Wine Vinaigrette",1
Obama,Soup/Salad,Frisée,Warm Butternut Squash Salad with Frisée and Pecorino di New York,1
Obama,Soup/Salad,Tartare,Toro Tartare and Caesar Sashimi Salad,1
Obama,Soup/Salad,Sashimi,Toro Tartare and Caesar Sashimi Salad,1
Obama,Soup/Salad,Kale,Hot Kale Salad,1
Obama,Soup/Salad,Tomatoes,"Local Tomato Salad, Cucumber, Pickled Green Mangoes, and Papaya, Soursop Sorbet, Lime Basil",1
Obama,Soup/Salad,Tomatoes,"Tomato Tartare, Cardamom Yogurt, Micro Lettuces, Citrus Vinaigrette",1
Obama,Soup/Salad,Mangoes,"Local Tomato Salad, Cucumber, Pickled Green Mangoes, and Papaya, Soursop Sorbet, Lime Basil",1
Obama,Soup/Salad,Papaya,"Local Tomato Salad, Cucumber, Pickled Green Mangoes, and Papaya, Soursop Sorbet, Lime Basil",1
Obama,Soup/Salad,Soursop,"Local Tomato Salad, Cucumber, Pickled Green Mangoes, and Papaya, Soursop Sorbet, Lime Basil",1
Obama,Soup/Salad,Radishes,"Spring Garden Lettuces with Shallot Dressing, Shaved Breakfast Radish, Cucumbers, and Avocados",1
Obama,Soup/Salad,Radishes,"Petite Mixed Radish, Baby Carrots, Merlot Lettuce with Red Wine Vinaigrette",1
Obama,Soup/Salad,Squash,Warm Butternut Squash Salad with Frisée and Pecorino di New York,1
Obama,Dessert,Cake,Chocolate,1
Obama,Dessert,Cake,Silken Custard Cake with Kuromitsu Sauce,1
Obama,Dessert,Cake,Maple Pecan Cake with Cocoa Nib Wafer,1
Obama,Dessert,Cake,Peach Sangria Cake with White House Honey Brittle and Chamomile Anglaise,1
Obama,Dessert,Cake,Hawaiian Chocolate Malted Ganache with Vanilla Ice Cream,1
Obama,Dessert,Pralines,Pecan,1
Obama,Dessert,Coffee,Coffee,1
Obama,Dessert,Fruit,Chocolate-Dipped,1
Obama,Dessert,Fruit,Korean and American Pears,1
Obama,Dessert,Fruit,Warm Meyer Lemon Steamed Pudding with Idaho Huckleberry Sauce and Newtown Pippin Apples,1
Obama,Dessert,Fruit,Tangerines,1
Obama,Dessert,Fruit,Fresh,1
Obama,Dessert,Fruit,Orange and Fig Slices,1
Obama,Dessert,Marshmallows,Toasted Homemade Marshmallows,1
Obama,Dessert,Gelato,Buttermilk Gelato,1
Obama,Dessert,Mochi,Abekawa Mochi,1
Obama,Dessert,Napoleon,Caramel Almond Mille-Feuille with Vanilla Bean Chantilly and Lingonberry Cream,1
Obama,Dessert,Custard,Sweet Corn Crema and Blackberry Cup,1
Obama,Dessert,Tiramisu,Tiramisu,1
Obama,Dessert,Ice Cream,Passion Fruit and Vanilla Gelees,1
Obama,Dessert,Ice Cream,Goat Cheese,1
Obama,Dessert,Ice Cream,Butterscotch Swirl Ice Cream,1
Obama,Dessert,Ice Cream,Vanilla,2
Obama,Dessert,Pastries,Pumpkin Pie Tart,1
Obama,Dessert,Pastries,Pear Tatin,1
Obama,Dessert,Pastries,Chocolate-Cajeta Tart,1
Obama,Dessert,Pastries,Graham Cracker Crumble,1
Obama,Dessert,Pastries,Green Apple Crostata with Thyme Caramel,1
Obama,Dessert,Pastries,"Apple Strudel, Golden Raisins, and Topfen Cheese",1
Obama,Dessert,Sorbet,Poppyseed Bread and Butter Pudding with Meyer Lemon Curd Lychee Sorbet,1
Obama,Dessert,Brittle,Cashew,1
Obama,Dessert,Brittle,Peach Sangria Cake with White House Honey Brittle and Chamomile Anglaise,1
Obama,Dessert,Pie,Old Fashioned Apple Pie with Vanilla Ice Cream,1
Obama,Dessert,Pudding,Warm Meyer Lemon Steamed Pudding with Idaho Huckleberry Sauce and Newtown Pippin Apples,1
Obama,Dessert,Pudding,Poppyseed Bread and Butter Pudding,1
Obama,Dessert,Petits Fours,Petits Fours and Coffee,1
Obama,Dessert,Petits Fours,Matcha Strawberry Square,1
Obama,Dessert,Petits Fours,Sweet Tea Chocolates,1
Obama,Dessert,Petits Fours,Tea and Lemon Cakes,1
Obama,Dessert,Petits Fours,Sencha Tea Cup,1
