president,category,subcategory,item,count
Nixon,Vegetables,Chestnuts,Marrons Glacées,1
Nixon,Vegetables,Zucchini,Zucchini Saute,1
Nixon,Vegetables,Zucchini,Zucchini Fermière,1
Nixon,Vegetables,Zucchini,Zucchini Farcie,1
Nixon,Vegetables,Artichokes,Artichokes,1
Nixon,Vegetables,Artichokes,Fresh Artichokes,1
Nixon,Vegetables,Artichokes,Artichokes Provençale,1
Nixon,Vegetables,Artichokes,Artichokes St. Germain,1
Nixon,Vegetables,Artichokes,Artichokes Prima Vera,1
Nixon,Vegetables,Artichokes,Artichokes Andalouse,1
Nixon,Vegetables,Artichokes,Artichokes Florentine,1
Nixon,Vegetables,Timbale,Timbale of Spinach,1
Nixon,Vegetables,Timbale,Timbale of Spinach Provençale,1
Nixon,Vegetables,Timbale,Timbale Printanière,1
Nixon,Vegetables,Eggplant,Eggplant and Green Beans Orientale,1
Nixon,Vegetables,Garden,Jardiniere de Legumes,1
Nixon,Vegetables,Garden,Vegetables Jardiniere,1
Nixon,Vegetables,Green Beans,Eggplant and Green Beans Orientale,1
Nixon,Vegetables,Green Beans,Green Beans Amandine,4
Nixon,Wine,Bordeaux,Château Ausone,5
Nixon,Wine,Bordeaux,Château Margaux,3
Nixon,Wine,Bordeaux,Château Lafite Rothschild,4
Nixon,Wine,Bordeaux,Château Mouton Rothschild,3
Nixon,Wine,Bordeaux,Château Latour,2
Nixon,Wine,Liebfraumilch,Liebfrauenmilk,1
Nixon,Wine,Pinot Noir,Martin Ray,1
Nixon,Wine,Champagne,Dom Pérignon,11
Nixon,Wine,Champagne,Pol Roger,2
Nixon,Wine,Champagne,Paul Ruinart,1
Nixon,Wine,Champagne,Louis Roederer Cristal,13
Nixon,Wine,Champagne,Taittinger,8
Nixon,Wine,Champagne,Corton,1
Nixon,Wine,Champagne,Bollinger,1
Nixon,Wine,Champagne,Piper-Heidsieck,3
Nixon,Wine,Sparkling,Almaden Blanc de Blancs,1
Nixon,Wine,Riesling,Bernkasteler Doctor,14
Nixon,Wine,Riesling,Schloss Johannisberger,10
Nixon,Wine,Riesling,Johannisberger Klaus,5
Nixon,Wine,Chardonnay,Louis Martini,1
Nixon,Wine,Chardonnay,Inglenook,1
Nixon,Wine,Chardonnay,Puligny-Montrachet,3
Nixon,Wine,Chardonnay,Pouilly-Fuissé,2
Nixon,Wine,Chardonnay,Corton-Charlemagne,1
Nixon,Wine,Cabernet Sauvignon,Louis Martini,20
Nixon,Wine,Cabernet Sauvignon,George de Latour Beaulieu,1
Nixon,Soup/Salad,Cheese,Brie Cheese,11
Nixon,Soup/Salad,Cheese,Fromage de Brie,1
Nixon,Soup/Salad,Cheese,Port Salut Cheese,6
Nixon,Soup/Salad,Cheese,Bel Paese Cheese,6
Nixon,Soup/Salad,Cheese,Camembert Cheese,4
Nixon,Soup/Salad,Cheese,Le Fromage de Camembert,1
Nixon,Soup/Salad,Cheese,Holland Cheeses,1
Nixon,Soup/Salad,Cheese,Muenster Cheese,3
Nixon,Soup/Salad,Cheese,Carre de L'Est Cheese,1
Nixon,Soup/Salad,Cheese,Assorted Cheeses,1
Nixon,Soup/Salad,Cheese,Fromages Assortis,1
Nixon,Soup/Salad,Mousse,Roquefort Mousse,2
Nixon,Soup/Salad,Lettuce,Bibb Lettuce Salad,27
Nixon,Soup/Salad,Lettuce,Bibb Lettuce and Hearts of Palm,1
Nixon,Soup/Salad,Lettuce,La Laitue de Kentucky,2
Nixon,Soup/Salad,Lettuce,Limestone Lettuce,1
Nixon,Soup/Salad,Mimosa,Salad Mimosa,1
Nixon,Soup/Salad,Cressonnière,Hearts of Palm Cressonnière,1
Nixon,Soup/Salad,Cressonnière,Salad Cressonnière,1
Nixon,Soup/Salad,Caesar,Caesar Salad,1
Nixon,Soup/Salad,Greens,Garden Salad,2
Nixon,Soup/Salad,Riverside,Riverside Salad,1
Nixon,Soup/Salad,Palm Hearts,Bibb Lettuce and Hearts of Palm,1
Nixon,Dessert,Bavarian Cream,Bavarois Rubané with Sauce Framboise,1
Nixon,Dessert,Cake,Charlotte Monticello,2
Nixon,Dessert,Cake,Charlotte Revivim with Sauce Sabayon,1
Nixon,Dessert,Cake,Charlotte de Pommes with Sauce Sabayon,1
Nixon,Dessert,Cake,Charlotte de Pommes with Sauce Mousseline,1
Nixon,Dessert,Cake,Buche de Noel,1
Nixon,Dessert,Cake,Charlotte Abidjan,1
Nixon,Dessert,Flambe,Poires Flambées Par-le-Duc with Sauce Sabayon,1
Nixon,Dessert,Flambe,Crêpes Suzettes Flambées,2
Nixon,Dessert,Mousse,Mousse au Chocolat,1
Nixon,Dessert,Mousse,Mousse Glacé au Praliné,1
Nixon,Dessert,Mousse,Mousse Brazilian,1
Nixon,Dessert,Mousse,Mousse de Fraises au Grand Marnier with Sauce Melba,1
Nixon,Dessert,Mousse,Mousse aux Pêches Chantilly,1
Nixon,Dessert,Fruit,Peaches Cardinale,1
Nixon,Dessert,Fruit,Figs Roma,1
Nixon,Dessert,Fruit,Brandied Peach en Surprise,1
Nixon,Dessert,Fruit,Peach Nsele,1
Nixon,Dessert,Fruit,Blueberry Melba with Sauce Framboise,1
Nixon,Dessert,Soufflé,Soufflé Glacé Diplomate,1
Nixon,Dessert,Soufflé,Soufflé au Grand Marnier with Sauce Noisette,1
Nixon,Dessert,Soufflé,Soufflé au Grand Marnier with Sauce Sabayon,2
Nixon,Dessert,Soufflé,Soufflé Glacé Mt. Saana,1
Nixon,Dessert,Soufflé,Soufflé au Citron,1
Nixon,Dessert,Ice Cream,Glace à l'Orange,1
Nixon,Dessert,Ice Cream,La Melon Glacé a la Vigneronne,1
Nixon,Dessert,Ice Cream,Glace Nougatine,1
Nixon,Dessert,Ice Cream,Cassata Melon Glace en Surprise,1
Nixon,Dessert,Ice Cream,Glace Praliné,1
Nixon,Dessert,Ice Cream,Fresh Peaches Glacées Monticello with Sauce Framboise,1
Nixon,Dessert,Blancmange,Blancmange Cordiale,1
Nixon,Dessert,Blancmange,Blanc Manger with Sauce au Chocolat,1
Nixon,Dessert,Vacherin,Strawberry Vacherin,1
Nixon,Dessert,Vacherin,Vacherin Délicieuse,1
Nixon,Dessert,Vacherin,Vacherin Glacé aux Fraises,1
Nixon,Dessert,Vacherin,Vacherin à la Roma,1
Nixon,Dessert,Vacherin,Vacherin Glace aux Framboises,1
Nixon,Dessert,Petits Fours,Petits Fours Sec,1
Nixon,Dessert,Petits Fours,Petits Fours,7
Nixon,Dessert,Petits Fours,Les Petits Fours,1
