president,category,subcategory,item,count
Carter,Carbs,Croquettes,Almond Croquettes,1
Carter,Carbs,Pastries,Golden Twists,1
Carter,Carbs,Pastries,Fleurons,8
Carter,Carbs,Pastries,Crescent Puffs,1
Carter,Carbs,Corn,Corn Sticks,2
Carter,Carbs,Corn,Corn Pudding,1
Carter,Carbs,Cheese Pastries,Cheese Straws,8
Carter,Carbs,Cheese Pastries,Cheese Twists,2
Carter,Carbs,Toast,Melba Toast,2
Carter,Carbs,Yorkshire Pudding,Yorkshire Pudding,1
Carter,Carbs,Dressing,Chicken Breast Stuffed with Mushroom Dressing,1
Carter,Carbs,Quiche,Vegetable Quiche,1
Carter,Carbs,Bread Sticks,Bread Sticks,1
Carter,Carbs,Bread Sticks,Sesame Sticks,2
Carter,Carbs,Rice,Wild Rice,5
Carter,Carbs,Rice,Steamed Rice,1
Carter,Carbs,Rice,Wild Rice with Vegetables,1
Carter,Carbs,Rice,Wild Rice with Vegetable Julienne,1
Carter,Carbs,Rice,Wild Rice with Mushrooms,1
Carter,Carbs,Rice,Rice,1
Carter,Carbs,Rice,Saffron Rice,2
Carter,Vegetables,Broccoli,Broccoli in Butter,2
Carter,Vegetables,Broccoli,Fresh Broccoli,2
Carter,Vegetables,Broccoli,California Broccoli,1
Carter,Vegetables,Broccoli,Broccoli Spears,2
Carter,Vegetables,Vegetables,Selection of French Vegetables,1
Carter,Vegetables,Vegetables,Selection of Fresh Vegetables,2
Carter,Vegetables,Vegetables,Spring Vegetables,1
Carter,Vegetables,Vegetables,Garden Vegetables,1
Carter,Vegetables,Squash,Green Squash,1
Carter,Vegetables,Spinach,Spinach Souffle,2
Carter,Vegetables,Spinach,Fresh Artichokes with Spinach,1
Carter,Vegetables,Cauliflower,Parslied Cauliflower,1
Carter,Vegetables,Cauliflower,Cauliflower,2
Carter,Vegetables,Cauliflower,Cauliflower with Fine Herbs,1
Carter,Vegetables,Cauliflower,Fresh String Beans and Cauliflower in Butter,1
Carter,Vegetables,Potatoes,New Parslied Potatoes,1
Carter,Vegetables,Celery,Braised Celery,1
Carter,Vegetables,Carrots,Glazed Carrots,1
Carter,Vegetables,Brussels Sprouts,Brussels Sprouts,1
Carter,Vegetables,Mushrooms,Artichokes with Mushrooms,1
Carter,Vegetables,Mushrooms,Artichoke Hearts with Mushrooms,1
Carter,Vegetables,Mushrooms,Sauteed Mushrooms,1
Carter,Vegetables,Asparagus,Asparagus Tips in Butter,1
Carter,Vegetables,Asparagus,Fresh Asparagus,6
Carter,Vegetables,Asparagus,Asparagus,1
Carter,Vegetables,Endive,Braised Endive,1
Carter,Vegetables,Artichokes,Artichoke Hearts with Mushrooms,1
Carter,Vegetables,Artichokes,Artichoke Hearts Filled with Mushrooms,1
Carter,Vegetables,Artichokes,Artichokes with Mushrooms,1
Carter,Vegetables,Artichokes,Fresh Artichokes Filled with Salmon Flakes,1
Carter,Vegetables,Artichokes,Fresh Artichokes with Spinach,1
Carter,Vegetables,Artichokes,Artichokes Filled with Fresh Spinach,1
Carter,Vegetables,Artichokes,Artichoke Hearts Florentine,1
Carter,Vegetables,Artichokes,Artichoke Hearts Niçoise,1
Carter,Vegetables,Timbale,Timbale of Spinach,1
Carter,Vegetables,Eggplant,Eggplant Niçoise,1
Carter,Vegetables,Eggplant,Eggplant,1
Carter,Vegetables,Eggplant,Sauteed Eggplant,1
Carter,Vegetables,Eggplant,Sauteed Eggplant Parmesan,1
Carter,Vegetables,Eggplant,Fried Eggplant,2
Carter,Vegetables,Green Beans,Fresh String Beans and Cauliflower in Butter,1
Carter,Vegetables,Green Beans,Julienne Green Beans,2
Carter,Wine,Semillon,Ste. Michelle Dry Semillon,1
Carter,Wine,Fortified,Paul Masson Rare Sherry,1
Carter,Wine,Fortified,Almaden Dry Sherry,1
Carter,Wine,Pinot Noir,Sebastiani,1
Carter,Wine,Pinot Blanc,Wente Bros.,1
Carter,Wine,Beaujolais,Charles Krug Gamay,1
Carter,Wine,Beaujolais,Mirassou Gamay,3
Carter,Wine,Beaujolais,Beaulieu Vineyard Gamay,1
Carter,Wine,Cabernet Sauvignon Rosé,Simi,5
Carter,Wine,Chenin Blanc,Dry Creek,4
Carter,Wine,Chenin Blanc,Ste. Michelle,5
Carter,Wine,Sparkling,Almaden Blanc de Blancs,4
Carter,Wine,Sparkling,Korbel Natural,2
Carter,Wine,Sparkling,Schramsberg Blanc de Blancs,8
Carter,Wine,Sparkling,Beaulieu Extra Dry,2
Carter,Wine,Sparkling,New York Taylor,1
Carter,Wine,Sparkling,Great Western Natural,2
Carter,Wine,Sparkling,Gold Seal Blanc de Blancs,2
Carter,Wine,Sparkling,Hanns Kornell Champagne,1
Carter,Wine,Sparkling,Hanns Kornell Brut,1
Carter,Wine,Sparkling,Hanns Kornell Extra Dry,2
Carter,Wine,Sparkling,Chandon Blanc de Noirs,1
Carter,Wine,Sparkling,Chandon Brut,1
Carter,Wine,Sparkling,Chandon Blanc Brut,1
Carter,Wine,Riesling,Louis Martini Johannisberg,1
Carter,Wine,Riesling,Charles Krug Johannisberg,1
Carter,Wine,Riesling,Simi Johannisberg,1
Carter,Wine,Riesling,Robert Mondavi Johannisberg,1
Carter,Wine,Pinot Chardonnay,Louis Martini,1
Carter,Wine,Pinot Chardonnay,Wente Bros.,1
Carter,Wine,Pinot Chardonnay,Beaulieu Vineyard Pinot Chardonnay,1
Carter,Wine,Pinot Chardonnay,Pinot Chardonnay,1
Carter,Wine,Pinot Chardonnay,Beaulieu,2
Carter,Wine,Pinot Chardonnay,Sebastiani,1
Carter,Wine,Pinot Chardonnay,Paul Masson,2
Carter,Wine,Pinot Chardonnay,Almaden Chardonnay Nature,1
Carter,Wine,Cabernet Sauvignon,Louis Martini,5
Carter,Wine,Cabernet Sauvignon,Charles Krug,1
Carter,Wine,Cabernet Sauvignon,Robert Mondavi,1
Carter,Wine,Cabernet Sauvignon,Ste. Michelle,3
Carter,Wine,Cabernet Sauvignon,Simi Michelle,1
Carter,Wine,Cabernet Sauvignon,Simi,3
Carter,Wine,Cabernet Sauvignon,Paul Masson,1
Carter,Soup/Salad,Cheese,Brie Cheese,5
Carter,Soup/Salad,Cheese,Port Salut Cheese,4
Carter,Soup/Salad,Cheese,Bel Paese Cheese,4
Carter,Soup/Salad,Cheese,Trappist Cheese,6
Carter,Soup/Salad,Cheese,Wisconsin Blue Cheese,2
Carter,Soup/Salad,Cheese,Sharp Cheddar Cheese,1
Carter,Soup/Salad,Lettuce,Bibb Lettuce Salad,8
Carter,Soup/Salad,Lettuce,Hearts of Lettuce Salad,2
Carter,Soup/Salad,Lettuce,Romaine Lettuce Salad,1
Carter,Soup/Salad,Endive,Endive and Watercress Salad,1
Carter,Soup/Salad,Watercress,Watercress and Mushroom Salad,6
Carter,Soup/Salad,Watercress,Hearts of Palm and Watercress Vinaigrette,1
Carter,Soup/Salad,Watercress,Hearts of Palm and Watercress Salad,1
Carter,Soup/Salad,Watercress,Endive and Watercress Salad,1
Carter,Soup/Salad,Mushrooms,Watercress and Mushroom Salad,6
Carter,Soup/Salad,Mushrooms,Spinach and Mushroom Salad,2
Carter,Soup/Salad,Spinach,Spinach and Mushroom Salad,2
Carter,Soup/Salad,Greens,Garden Green Salad,1
Carter,Soup/Salad,Greens,Tossed Garden Greens with Blue Cheese Dressing,1
Carter,Soup/Salad,Greens,Tossed Green Salad,5
Carter,Soup/Salad,Greens,Mixed Green Salad,2
Carter,Soup/Salad,Soup,Cold Watercress Soup,1
Carter,Soup/Salad,Soup,Beef Consommé,1
Carter,Soup/Salad,Soup,Cold Cucumber Soup,1
Carter,Soup/Salad,Soup,Atlantic Sea Scallops Soup,1
Carter,Soup/Salad,Soup,Gazpacho Soup with Croutons,1
Carter,Soup/Salad,Soup,Shrimp Gumbo Soup,1
Carter,Soup/Salad,Soup,Chilled Crab Gumbo,1
Carter,Soup/Salad,Soup,New Orleans Gumbo,1
Carter,Soup/Salad,Soup,Red Snapper Bisque,2
Carter,Soup/Salad,Palm Hearts,Hearts of Palms Vinaigrette,1
Carter,Soup/Salad,Palm Hearts,Hearts of Palm and Watercress Vinaigrette,1
Carter,Soup/Salad,Palm Hearts,Hearts of Palm and Watercress Salad,1
Carter,Dessert,Bavarian Cream,Almond Bavarian Cream with Raspberry Sauce,1
Carter,Dessert,Cream,Fresh Strawberry Chantilly,1
Carter,Dessert,Cookies,Macaroons,2
Carter,Dessert,Cookies,Cookies,6
Carter,Dessert,Cookies,Blueberry Melba Cookies,1
Carter,Dessert,Cookies,Chocolate Truffles and Florentines,1
Carter,Dessert,Cookies,Florentines,1
Carter,Dessert,Cake,Pineapple Charlotte Royale,1
Carter,Dessert,Cake,Frozen Peach Ice Cream Cake with Fresh Raspberry Sauce,1
Carter,Dessert,Cake,Pistachio Ice Cream Cake,1
Carter,Dessert,Cake,Frozen Orange Sherbet Cake with Grand Marnier Sauce,1
Carter,Dessert,Cake,Yule Log with Sabayon Sauce,1
Carter,Dessert,Sculpture,Frozen Praline Crown with Chocolate Pears,1
Carter,Dessert,Sculpture,Petits Fours in Sugar Baskets,1
Carter,Dessert,Sculpture,Chocolate Basket Surprise,1
Carter,Dessert,Sculpture,Chocolate Basket en Surprise,1
Carter,Dessert,Sculpture,Coconut Ice Cream in Hibiscus Shell,1
Carter,Dessert,Sculpture,Palm Leaves,1
Carter,Dessert,Mousse,Chocolate Mousse,3
Carter,Dessert,Mousse,Hazelnut Gianduja Mousse,1
Carter,Dessert,Mousse,Chestnut Mousse,1
Carter,Dessert,Mousse,Pineapple Mousse Surprise,1
Carter,Dessert,Fruit,Macédoine of Fresh Fruit,1
Carter,Dessert,Fruit,Brandied Black Cherries,1
Carter,Dessert,Fruit,Sugar Loaf Pineapple Filled with Lemon Sherbet,1
Carter,Dessert,Fruit,Fresh Raspberries with Cream,1
Carter,Dessert,Fruit,Apricot Orientale,1
Carter,Dessert,Fruit,Candied Fruits,1
Carter,Dessert,Sherbet,Raspberry Sherbet Ring,1
Carter,Dessert,Sherbet,Orange Sherbet Ambrosia,1
Carter,Dessert,Souffle,Macadamia Nut Souffle,1
Carter,Dessert,Souffle,Frozen Grand Marnier Souffle,1
Carter,Dessert,Souffle,Frozen Souffle with Glacéed Strawberries,1
Carter,Dessert,Souffle,Lemon Souffle,1
Carter,Dessert,Ice Cream,Burnt Almond Ice Cream Ring with Butterscotch Sauce,1
Carter,Dessert,Ice Cream,Praline Ice Cream Mold,1
Carter,Dessert,Bombe,Hazelnut Ice Cream Bombe,1
Carter,Dessert,Bombe,Baked Alaska,1
Carter,Dessert,Pastries,Strawberry Tart Chantilly,1
Carter,Dessert,Pastries,Lemon Chiffon Pie,1
Carter,Dessert,Gelatin,Frozen Cassata Melon Mold with Fresh Strawberries,1
Carter,Dessert,Gelatin,Blanc Mange with Fresh Strawberries,1
Carter,Dessert,Coffee,Demitasse,19
Carter,Dessert,Crepes,Flamed Crepes filled with Strawberries,1
Carter,Dessert,Pudding,Pears Imperatrice,1
Carter,Dessert,Chocolate,Chocolate Truffles,1
Carter,Dessert,Chocolate,Chocolate Truffles and Florentines,1
Carter,Dessert,Petits Fours,Petits Fours,6
